molecule_chembl_id,canonical_smiles,activity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50,activityclass,index_x,value_x,property_x,scaffold_train_test_label_x,random_train_test_label_x,index_y,value_y,property_y,scaffold_train_test_label_y,random_train_test_label_y
,CC(C)[C@@H]1NC(=O)CC/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,,,,,,,,436.0,1.6,logd,train,train,,,,,
,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,,,,,,,,3153.0,3.24,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2cc3cc(ccc3cn2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,,,,,,,,9484.0,2.0,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,,,,,,,,1968.0,3.2,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C(CO)(CO)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,,,,,,,,2999.0,1.0,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCC(O)CC2,,,,,,,,6641.0,1.9,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCOCC2,,,,,,,,6840.0,2.4,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCS(=O)(=O)CC2,,,,,,,,1969.0,1.9,logd,train,train,,,,,
,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)COCCOC2,,,,,,,,969.0,2.1,logd,train,test,,,,,
,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)COCOC2,,,,,,,,9485.0,2.2,logd,train,train,,,,,
,CC(C)[C@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,,,,,,,,,,,,,3480.0,2.12,solubility,train,train
,CC(C)[C@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,,,,,,,,10366.0,2.87,logd,test,train,,,,,
,CC(C)[C@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,,,,,,,,10367.0,2.39,logd,train,test,,,,,
,CC(C)[C@H](CO)NCc1c(C(=O)N[C@@H]2CCC[C@H](O)C2)noc1-c1ccc(C(F)(F)F)cc1,,,,,,,,6246.0,4.2,logd,train,train,,,,,
,CC(C)[C@H](CO)NS(=O)(=O)c1ccc(Cl)s1,,,,,,,,10368.0,2.3,logd,train,train,,,,,
,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,,,,,,,,10369.0,-1.3,logd,train,train,,,,,
CHEMBL383786,CC(C)[C@H](NC(=O)C1C(c2ccccc2)N1Cc1ccccc1)C(=O)OCc1ccccc1,active,442.55900000000014,4.496300000000004,1.0,4.0,7.657577319177793,active,,,,,,,,,,
,CC(C)[C@H](NC(=O)C1CN(C)C1)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,,,,,,,,6296.0,3.0,logd,train,train,,,,,
,CC(C)[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,,,,,,,,7402.0,4.0,logd,test,test,,,,,
,CC(C)[C@H](NC(=O)CCN(C)C)c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,,,,,,,,375.0,2.4,logd,test,train,,,,,
,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,,,,,,,,10370.0,2.49,logd,train,train,,,,,
,CC(C)[C@H](NC(=O)C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,,,,,,,,10371.0,1.91,logd,test,train,,,,,
CHEMBL200433,CC(C)[C@H](NC(=O)[C@@H]1O[C@@H]1C)C(=O)OCc1ccccc1,active,291.347,1.657899999999999,1.0,4.0,8.0,active,,,,,,,,,,
,CC(C)[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@H]1CCOC1O,,,,,,,,,,,,,222.0,6.6196,solubility,train,train
,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O,,,,,,,,,,,,,607.0,6.1068,solubility,train,train
,CC(C)[C@H]1CC[C@H](C)CC1=O,,,,,,,,,,,,,8385.0,6.51,solubility,train,train
,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,,,,,,,,,,,,,8308.0,6.47,solubility,train,test
,CC(C)[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,,,,,,,,10372.0,3.05,logd,train,train,,,,,
,CC(C)[C@H]1NC(=O)[C@@H]2Cc3ccccc3[C@H]1N2C(=O)c1cn(C)c(=O)c2[nH]c3ccccc3c12,,,,,,,,9967.0,2.6,logd,train,train,,,,,
,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,,,,,,,,,,,,,8222.0,6.4278,solubility,test,train
,CC(C)[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,10250.0,7.8588,solubility,train,train
,CC(C)[N+](C)(C)c1cccc(O)c1,,,,,,,,,,,,,11283.0,9.5126,solubility,train,train
,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,,,,,,,,,,,,,6585.0,5.8347,solubility,train,train
,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,,,,,,,,10373.0,0.2,logd,train,train,5275.0,4.5978,solubility,train,train
,CC(C)[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,,,,,,,,,,,,,9476.0,7.1785,solubility,train,test
,CC(C)[NH+](C)/C(N)=N/C(N)=N/c1ccc(Cl)cc1,,,,,,,,,,,,,6536.0,5.4239,solubility,train,test
,CC(C)[NH2+]/C(N)=N/C(N)=N/c1ccc(Cl)cc1,,,,,,,,,,,,,6957.0,5.6965,solubility,train,test
,CC(C)[NH2+]CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,,,,,,,,,,,,,9416.0,7.1451,solubility,train,train
,CC(C)[NH2+]CCOC(c1ccccc1)c1ccccc1,,,,,,,,,,,,,6701.0,5.5398,solubility,train,train
,CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1,,,,,,,,,,,,,5723.0,4.9021,solubility,train,train
,CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],,,,,,,,3202.0,0.83,logd,train,train,,,,,
,CC(C)c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,,,,,,,,499.0,1.1749999999999998,logd,test,train,,,,,
,CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],,,,,,,,4903.0,0.64,logd,train,test,,,,,
,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,,,,,,,,6318.0,2.5,logd,test,train,,,,,
,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,,,,,,,,,,,,,4572.0,3.9322,solubility,train,test
,CC(C)c1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O,,,,,,,,6796.0,3.1,logd,train,test,,,,,
,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc([C@H](O)Cn2ccc3cccc(C(=O)O)c32)c1,,,,,,,,9529.0,2.2,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2CC=C(c3cc4ncccc4[nH]3)CC2)on1,,,,,,,,3498.0,3.23,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2CCC(O)(c3cc4ncccc4[nH]3)CC2)on1,,,,,,,,2807.0,2.46,logd,test,train,,,,,
,CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4[nH]3)C2)on1,,,,,,,,8117.0,2.26,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2CC[C@@H](NC(=O)C3CC3)C2)[nH]n1,,,,,,,,7352.0,1.3,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2CCc3nc(OCCCN(C)C)ncc3C2)c(O)cc1O,,,,,,,,9324.0,1.09,logd,test,train,,,,,
,CC(C)c1cc(C(=O)N2CCc3nc(OCCN(C)C)ncc3C2)c(O)cc1O,,,,,,,,8984.0,1.04,logd,test,train,,,,,
,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCCC4)ncc3C2)c(O)cc1O,,,,,,,,7920.0,1.12,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCCCC4)ncc3C2)c(O)cc1O,,,,,,,,7910.0,1.21,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCOCC4)ncc3C2)c(O)cc1O,,,,,,,,3521.0,1.48,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(C(=O)N4CCN(C)CC4)cc3C2)c(O)cc1O,,,,,,,,5719.0,2.1,logd,train,test,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(C4(O)CCN(C)CC4)cc3C2)c(O)cc1O,,,,,,,,7286.0,1.7,logd,train,test,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(CN(C)C)cc3C2)c(O)cc1O,,,,,,,,5718.0,2.1,logd,train,test,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,,,,,,,,713.0,2.6,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCOCC4)cc3C2)c(O)cc1O,,,,,,,,7288.0,3.3,logd,test,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(N4CCN(C)CC4)cc3C2)c(O)cc1O,,,,,,,,897.0,2.98,logd,test,test,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(N4CCNCC4)cc3C2)c(O)cc1O,,,,,,,,896.0,1.6,logd,test,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(NC4CCN(C)CC4)cc3C2)c(O)cc1O,,,,,,,,7285.0,1.7,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(NC4CCNCC4)cc3C2)c(O)cc1O,,,,,,,,1205.0,0.7,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(OCCCN)cc3C2)c(O)cc1O,,,,,,,,7287.0,0.96,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(OCCCN4CCOCC4)cc3C2)c(O)cc1O,,,,,,,,5720.0,3.3,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccc(OCCN(C)C)cc3C2)c(O)cc1O,,,,,,,,5808.0,2.4,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3cccc(OCCCN4CCOCC4)c3C2)c(O)cc1O,,,,,,,,5339.0,3.55,logd,train,train,,,,,
,CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)cc1O,,,,,,,,7289.0,3.7,logd,train,train,,,,,
,CC(C)c1cc(C(=O)NCCO)c(O)c(C(C)C)c1,,,,,,,,,,,,,6663.0,5.5071,solubility,train,train
,CC(C)c1cc(C(=O)Nc2ccc(F)c(Cl)c2)no1,,,,,,,,,,,,,1950.0,3.7782,solubility,train,test
,CC(C)c1cc(C(=O)Nc2cccc(F)c2)no1,,,,,,,,,,,,,1516.0,4.6902,solubility,train,train
,CC(C)c1cc(C(=O)Nc2ccccc2)no1,,,,,,,,,,,,,560.0,4.7709,solubility,train,test
,CC(C)c1cc(C(=O)Nc2ccccn2)no1,,,,,,,,,,,,,1931.0,4.8865,solubility,train,train
,CC(C)c1cc(C(=O)Nc2nc3ccccc3[nH]2)no1,,,,,,,,,,,,,1949.0,4.0792,solubility,train,train
,CC(C)c1cc(COc2ccccc2CC(=O)O)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,,,,,,,,5953.0,3.1,logd,train,train,,,,,
,CC(C)c1cc(Cc2cc(C(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,,,,,,,,,,,,,3091.0,-0.8684,solubility,train,train
,CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,,,,,,,,,,,,,895.0,4.0746,solubility,train,train
,CC(C)c1cc(Oc2c(I)cc(CC(=O)O)cc2I)ccc1O,,,,,,,,,,,,,3374.0,1.7674,solubility,train,test
,CC(C)c1ccc(-c2ccc(N[C@H]3CC[C@H](O)CC3)c(C(N)=O)c2)cc1,,,,,,,,7224.0,4.59,logd,test,train,,,,,
,CC(C)c1ccc(-c2nc3cc(CC(=O)O)ccc3s2)cc1,,,,,,,,,,,,,4445.0,3.8033,solubility,train,train
,CC(C)c1ccc(C(=O)O)cc1,,,,,,,,,,,,,7396.0,5.9636,solubility,train,train
,CC(C)c1ccc(C(=O)OCCCN2CCCCC2C)cc1,,,,,,,,,,,,,4756.0,4.1286,solubility,train,train
,CC(C)c1ccc(C(OCC[NH+](C)C)c2ccccc2)cc1,,,,,,,,,,,,,5392.0,4.6912,solubility,train,train
,CC(C)c1ccc(COCC(N)=[N+](C)C)cc1,,,,,,,,,,,,,8906.0,6.8274,solubility,train,test
CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.515,5.059300000000004,1.0,5.0,1.0,inactive,,,,,,,,,,
CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.0720000000002,6.686700000000005,1.0,7.0,1.0,inactive,,,,,,,,,,
,CC(C)c1ccc(NC(=O)N(C)C)cc1,,,,,,,,,,,,,2785.0,5.47228,solubility,train,train
,CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,,,,,,,,10376.0,2.5,logd,train,test,,,,,
,CC(C)c1ccc(O)c(C(C)C)c1,,,,,,,,,,,,,6295.0,5.2991,solubility,train,train
,CC(C)c1ccc(Oc2nc3cnccc3c(=O)[nH]2)cn1,,,,,,,,350.0,1.5,logd,train,train,,,,,
,CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,,,,,,,,10377.0,3.7,logd,train,train,,,,,
,CC(C)c1ccc2[nH]c3c(c(=O)c2c1)CCCC3,,,,,,,,3513.0,2.2,logd,train,test,1355.0,4.4771,solubility,test,train
,CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,,,,,,,,6444.0,4.1,logd,train,train,1665.0,4.9243,solubility,train,train
,CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@H]1CCCC[C@@H]1C(=O)NC1(C#N)CC1)CC3,,,,,,,,10378.0,4.1,logd,train,train,,,,,
,CC(C)c1ccc2c(c1)C(=O)C1(CCN(CC3CC3)CC1)N2,,,,,,,,9431.0,2.9,logd,train,train,,,,,
,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,,,,,,,,10379.0,1.1,logd,train,train,,,,,
,CC(C)c1cccc(-c2c(C(=O)O)c(N(C)C)nc3ccc(Cl)cc23)c1,,,,,,,,1234.0,1.67,logd,train,train,,,,,
,CC(C)c1cccc(C(C)C)c1O,,,,,,,,,,,,,7174.0,5.8416,solubility,train,test
,CC(C)c1cccc(O)c(=O)c1,,,,,,,,,,,,,8980.0,6.8638,solubility,train,train
,CC(C)c1cccc(OCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1,,,,,,,,6975.0,0.15,logd,test,train,,,,,
,CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2c(ccn2C)n1,,,,,,,,9055.0,4.5,logd,test,train,,,,,
,CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1,,,,,,,,9051.0,5.7,logd,test,train,,,,,
,CC(C)c1ccccc1C(=O)Oc1ccc(N(CCBr)CCBr)cc1,,,,,,,,,,,,,3232.0,0.9591,solubility,test,train
,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,,,,,,,,10380.0,3.44,logd,train,train,,,,,
,CC(C)c1ccccc1Nc1nc(SCc2cccs2)n[nH]1,,,,,,,,10381.0,4.21,logd,train,train,,,,,
,CC(C)c1ccccc1OCC(C)[NH+](CCCl)Cc1ccccc1,,,,,,,,,,,,,3449.0,1.9962,solubility,train,train
,CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,,,,,,,,2481.0,1.3,logd,train,test,,,,,
,CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,,,,,,,,1858.0,2.8,logd,test,train,,,,,
,CC(C)c1cnc([N+](=O)[O-])n1C,,,,,,,,,,,,,9547.0,7.2435,solubility,train,train
,CC(C)c1cnc2[nH]nc(C(=O)N[C@H]3COc4ccccc4N(C)C3=O)c2c1,,,,,,,,5159.0,3.5,logd,train,train,,,,,
,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],,,,,,,,2794.0,0.72,logd,train,train,,,,,
,CC(C)c1nc(-c2cccc(S(C)(=O)=O)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],,,,,,,,2683.0,-0.6,logd,train,test,,,,,
,CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],,,,,,,,143.0,-0.43,logd,train,train,,,,,
,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,,,,,,,,697.0,3.3,logd,train,train,,,,,
,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)cs1,,,,,,,,2525.0,4.4,logd,train,train,,,,,
,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,,,,,,,10382.0,4.3,logd,train,train,,,,,
,CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,,,,,,,,10383.0,3.3,logd,train,train,,,,,
,CC(C)c1nc2c([nH]1)c(=O)n(C)c(=O)n2C,,,,,,,,,,,,,9586.0,7.2681,solubility,train,train
,CC(C)c1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,,,,,,,,,,,,961.0,4.7782,solubility,test,train
,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,,,,,,,10384.0,3.6,logd,train,train,1307.0,5.4472,solubility,test,train
,CC(C)c1nc2ccc(Cl)cc2c(-c2ccccc2)c1C(=O)O,,,,,,,,2366.0,-0.11,logd,train,train,,,,,
,CC(C)c1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,,,,,,,,,,,,1677.0,5.0,solubility,train,test
,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,,,,,,,,10385.0,2.9,logd,train,test,,,,,
,CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,,,,,,,,10386.0,2.63,logd,train,train,,,,,
,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,,,,,,,,,,,,,6774.0,5.58595,solubility,train,train
,CC(C)c1nnc(Nc2ccc(-c3ccc(N4CCC(CC(=O)O)CC4)cc3)nc2)o1,,,,,,,,6387.0,0.7,logd,test,train,,,,,
,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,,,,,,,,10387.0,2.44,logd,train,train,,,,,
,CC(C)c1nnc2n1C[C@H](C)N(C(=O)c1cccc(C(F)(F)c3n[nH]c(=O)c4ccccc34)c1)C2,,,,,,,,8724.0,2.1,logd,test,test,,,,,
,CC(C)c1noc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,,,,,,,,1481.0,1.7,logd,test,test,,,,,
,CC(C)c1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,,,,,,,,4581.0,3.2,logd,train,train,,,,,
,CC(C)c1noc(N2CCC(Oc3cc(N4CCc5cc(S(C)(=O)=O)ccc54)ncn3)CC2)n1,,,,,,,,5728.0,3.1,logd,train,train,,,,,
,CC(C)c1noc(N2CCN(c3ncc(OCc4ccc(CS(C)(=O)=O)cc4F)cn3)[C@H](C)C2)n1,,,,,,,,,,,,,767.0,3.3802,solubility,train,train
,CC(C)c1noc(N2CCN(c3ncc(OCc4ccc(S(C)(=O)=O)cc4F)cn3)[C@H](C)C2)n1,,,,,,,,,,,,,255.0,3.0,solubility,train,train
,CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,,,,,,,,10388.0,3.1,logd,train,train,,,,,
,CC(C)n1c(-c2ccc(C3=CCN(C(=N)N)CC3)cc2)nnc1-c1ccc(C2=CCN(C(=N)N)CC2)cc1,,,,,,,,,,,,,1840.0,4.7244,solubility,train,train
,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,,,,,,,,521.0,1.09,logd,train,train,,,,,
,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,,,,,,,,5820.0,1.4,logd,train,train,,,,,
,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,,,,,,,,5415.0,1.4,logd,train,train,,,,,
,CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,,,,,,,10389.0,4.02,logd,test,train,,,,,
,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,10390.0,2.55,logd,test,train,,,,,
,CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,,,,,,,,10391.0,3.97,logd,test,train,,,,,
,CC(C)n1c(=O)n(C2CCOCC2)c2c3cc(-c4cccnc4)ccc3ncc21,,,,,,,,,,,,,1834.0,4.6128,solubility,train,train
,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,,,,,,,,1507.0,1.6,logd,train,test,,,,,
,CC(C)n1c(NC(=O)c2ccc3cc4n(c3c2)CCCNC4=O)nc2ccccc21,,,,,,,,,,,,,1125.0,4.4758,solubility,train,train
,CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,,,,,,,,10392.0,3.55,logd,train,train,,,,,
,CC(C)n1cc(-c2n[nH]c3ccnc(NC4CCCCC4)c23)cn1,,,,,,,,9118.0,3.2,logd,train,train,,,,,
,CC(C)n1cc(-c2n[nH]c3ccnc(OC4CCCCC4)c23)cn1,,,,,,,,8279.0,3.7,logd,train,test,,,,,
,CC(C)n1cc(C(=O)c2ccnc(NC(=O)Cc3ccc(F)cc3F)c2)c2c(N)ncnc21,,,,,,,,6927.0,4.3,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2ccnc(NC(=O)Nc3ccc(F)cc3F)c2)c2c(N)ncnc21,,,,,,,,7692.0,4.6,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C#N)cc3)c2)c2c(N)ncnc21,,,,,,,,7691.0,2.5,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C#N)cc3)c2)c2cncnc21,,,,,,,,9734.0,2.6,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2c(N)ncnc21,,,,,,,,5311.0,4.0,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cnc(N)nc21,,,,,,,,5310.0,4.2,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cncnc21,,,,,,,,6724.0,3.7,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C(F)(F)F)n3)c2)c2cnccc21,,,,,,,,6928.0,3.0,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C4CC4)n3)c2)c2cnc(N)nc21,,,,,,,,8625.0,2.5,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C4CC4)n3)c2)c2cncc(F)c21,,,,,,,,8598.0,3.5,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C4CC4)n3)c2)c2cnccc21,,,,,,,,5312.0,2.7,logd,train,train,,,,,
,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C4CC4)n3)c2)c2cncnc21,,,,,,,,8597.0,2.5,logd,train,train,,,,,
,CC(C)n1cc(NC(=O)c2ccc(Nc3ccc4ccccc4c3)cc2)c(=O)n(C2(C(=O)N[C@H]3CC(=O)OC3O)CC2)c1=O,,,,,,,,,,,,,1737.0,7.8195,solubility,train,train
,CC(C)n1cc(NC(=O)c2ccc(Nc3ccc4ccccc4c3)cc2)c(=O)n(CC(=O)N[C@H]2CC(=O)OC2O)c1=O,,,,,,,,,,,,,1670.0,7.716,solubility,train,train
